User_ID,Year,Month,Balance,Scenario,Salary,Fixed_Expenses,Variable_Expenses,Total_Expenses,Savings,Savings_Rate,Expense_Fluctuation,Risk_Category
U003,2024,3,310437.0,Salary Increases & Fixed Expenses Remain Stable,157379,44963.0,68717,113680.0,43699.0,27.77,-0.03,Low Risk
U003,2024,4,354136.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,65856,110819.0,66642.0,37.55,0.04,Low Risk
U003,2024,5,420778.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,57250,102213.0,75248.0,42.4,0.01,Low Risk
U003,2024,6,496026.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,66077,111040.0,66421.0,37.43,0.05,Low Risk
U003,2024,7,562447.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,55111,100074.0,77387.0,43.61,-0.04,Low Risk
U003,2024,8,639834.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,61620,106583.0,70878.0,39.94,0.05,Low Risk
U003,2024,9,710712.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,73600,118563.0,58898.0,33.19,0.04,Low Risk
U003,2024,10,769610.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,81367,126330.0,51131.0,28.81,0.01,Low Risk
U003,2024,11,820741.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,74628,119591.0,57870.0,32.61,-0.0,Low Risk
U003,2024,12,878611.0,Salary Increases & Fixed Expenses Remain Stable,177461,44963.0,81302,126265.0,51196.0,28.85,0.03,Low Risk
U004,2024,1,241316.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,174070,288463.0,-34433.0,-13.55,0.02,High Risk
U004,2024,2,206883.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,183433,297826.0,-43796.0,-17.24,-0.04,High Risk
U004,2024,3,163087.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,176023,290416.0,-36386.0,-14.32,-0.04,High Risk
U004,2024,4,126701.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,191815,306208.0,-52178.0,-20.54,-0.03,High Risk
U004,2024,5,74523.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,192822,307215.0,-53185.0,-20.94,0.04,High Risk
U004,2024,6,21338.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,193902,308295.0,-54265.0,-21.36,-0.04,High Risk
U004,2024,7,-32927.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,186776,301169.0,-47139.0,-18.56,0.0,High Risk
U004,2024,8,-80066.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,202994,317387.0,-63357.0,-24.94,0.04,High Risk
U004,2024,9,-143423.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,191822,306215.0,-52185.0,-20.54,-0.04,High Risk
U004,2024,10,-195608.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,214275,328668.0,-74638.0,-29.38,0.03,High Risk
U004,2024,11,-270246.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,174443,288836.0,-34806.0,-13.7,0.0,High Risk
U004,2024,12,-305052.0,Stable Salary & Stable Fixed Expenses,254030,114393.0,188646,303039.0,-49009.0,-19.29,0.05,High Risk
U005,2024,1,246846.0,Stable Salary & Increasing Fixed Expenses,290257,88900.0,214557,303457.0,-13200.0,-4.55,-0.01,High Risk
U005,2024,2,233646.0,Stable Salary & Increasing Fixed Expenses,290257,88900.0,186598,275498.0,14759.0,5.08,-0.01,High Risk
U005,2024,3,248405.0,Stable Salary & Increasing Fixed Expenses,290257,90455.0,254802,345257.0,-55000.0,-18.95,0.03,High Risk
U005,2024,4,193405.0,Stable Salary & Increasing Fixed Expenses,290257,90455.0,212073,302528.0,-12271.0,-4.23,0.03,High Risk
U005,2024,5,181134.0,Stable Salary & Increasing Fixed Expenses,290257,90455.0,220854,311309.0,-21052.0,-7.25,-0.05,High Risk
U005,2024,6,160082.0,Stable Salary & Increasing Fixed Expenses,290257,90455.0,230223,320678.0,-30421.0,-10.48,0.05,High Risk
U005,2024,7,129661.0,Stable Salary & Increasing Fixed Expenses,290257,90455.0,222586,313041.0,-22784.0,-7.85,-0.02,High Risk
U005,2024,8,106877.0,Stable Salary & Increasing Fixed Expenses,290257,90455.0,178238,268693.0,21564.0,7.43,0.01,High Risk
U005,2024,9,128441.0,Stable Salary & Increasing Fixed Expenses,290257,92161.0,178259,270420.0,19837.0,6.83,0.02,High Risk
U005,2024,10,148278.0,Stable Salary & Increasing Fixed Expenses,290257,94001.0,238452,332453.0,-42196.0,-14.54,0.05,High Risk
U005,2024,11,106082.0,Stable Salary & Increasing Fixed Expenses,290257,94001.0,204159,298160.0,-7903.0,-2.72,-0.0,High Risk
U005,2024,12,98179.0,Stable Salary & Increasing Fixed Expenses,290257,94001.0,197654,291655.0,-1398.0,-0.48,0.0,High Risk
U006,2024,1,240936.0,Salary Increases & Fixed Expenses Increase,35386,19872.0,23307,43179.0,-7793.0,-22.02,0.03,High Risk
U006,2024,2,233143.0,Salary Increases & Fixed Expenses Increase,35386,20505.0,26549,47054.0,-11668.0,-32.97,0.03,High Risk
U006,2024,3,221475.0,Salary Increases & Fixed Expenses Increase,35386,21438.0,24401,45839.0,-10453.0,-29.54,-0.04,High Risk
U006,2024,4,211022.0,Salary Increases & Fixed Expenses Increase,35386,21438.0,22847,44285.0,-8899.0,-25.15,-0.04,High Risk
U006,2024,5,202123.0,Salary Increases & Fixed Expenses Increase,57262,21438.0,35256,56694.0,568.0,0.99,-0.03,High Risk
U006,2024,6,202691.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,42016,64086.0,-6824.0,-11.92,-0.01,High Risk
U006,2024,7,195867.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,44529,66599.0,-9337.0,-16.31,-0.04,High Risk
U006,2024,8,186530.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,36682,58752.0,-1490.0,-2.6,-0.01,High Risk
U006,2024,9,185040.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,45533,67603.0,-10341.0,-18.06,-0.05,High Risk
U006,2024,10,174699.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,51071,73141.0,-15879.0,-27.73,0.02,High Risk
U006,2024,11,158820.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,36143,58213.0,-951.0,-1.66,0.02,High Risk
U006,2024,12,157869.0,Salary Increases & Fixed Expenses Increase,57262,22070.0,39583,61653.0,-4391.0,-7.67,0.02,High Risk
U007,2024,1,217711.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,108583,170121.0,14747.0,7.98,-0.04,High Risk
U007,2024,2,232458.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,88611,150149.0,34719.0,18.78,0.01,Medium Risk
U007,2024,3,267177.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,78751,140289.0,44579.0,24.11,-0.03,Medium Risk
U007,2024,4,311756.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,79339,140877.0,43991.0,23.8,-0.02,Medium Risk
U007,2024,5,355747.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,107018,168556.0,16312.0,8.82,0.03,High Risk
U007,2024,6,372059.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,74227,135765.0,49103.0,26.56,-0.04,Low Risk
U007,2024,7,421162.0,Salary Increases & Fixed Expenses Remain Stable,184868,61538.0,92960,154498.0,30370.0,16.43,-0.0,Medium Risk
U007,2024,8,451532.0,Salary Increases & Fixed Expenses Remain Stable,198330,61538.0,105349,166887.0,31443.0,15.85,-0.01,Medium Risk
U007,2024,9,482975.0,Salary Increases & Fixed Expenses Remain Stable,198330,61538.0,82958,144496.0,53834.0,27.14,-0.01,Low Risk
U007,2024,10,536809.0,Salary Increases & Fixed Expenses Remain Stable,198330,61538.0,102964,164502.0,33828.0,17.06,-0.02,Medium Risk
U007,2024,11,570637.0,Salary Increases & Fixed Expenses Remain Stable,198330,61538.0,112695,174233.0,24097.0,12.15,0.0,High Risk
U007,2024,12,594734.0,Salary Increases & Fixed Expenses Remain Stable,198330,61538.0,80277,141815.0,56515.0,28.5,-0.05,Low Risk
U008,2024,1,230317.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,189640,290413.0,-35202.0,-13.79,-0.01,High Risk
U008,2024,2,195115.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,178437,279210.0,-23999.0,-9.4,0.01,High Risk
U008,2024,3,171116.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,213751,314524.0,-59313.0,-23.24,0.03,High Risk
U008,2024,4,111803.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,181498,282271.0,-27060.0,-10.6,0.03,High Risk
U008,2024,5,84743.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,158423,259196.0,-3985.0,-1.56,-0.03,High Risk
U008,2024,6,80758.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,156346,257119.0,-1908.0,-0.75,0.0,High Risk
U008,2024,7,78850.0,Salary Increases & Fixed Expenses Remain Stable,255211,100773.0,162109,262882.0,-7671.0,-3.01,0.02,High Risk
U008,2024,8,71179.0,Salary Increases & Fixed Expenses Remain Stable,268142,100773.0,173224,273997.0,-5855.0,-2.18,-0.05,High Risk
U008,2024,9,65324.0,Salary Increases & Fixed Expenses Remain Stable,268142,100773.0,185126,285899.0,-17757.0,-6.62,-0.04,High Risk
U008,2024,10,47567.0,Salary Increases & Fixed Expenses Remain Stable,268142,100773.0,261064,361837.0,-93695.0,-34.94,0.02,High Risk
U008,2024,11,-46128.0,Salary Increases & Fixed Expenses Remain Stable,268142,100773.0,182854,283627.0,-15485.0,-5.77,0.02,High Risk
U008,2024,12,-61613.0,Salary Increases & Fixed Expenses Remain Stable,268142,100773.0,209901,310674.0,-42532.0,-15.86,-0.02,High Risk
U009,2024,1,228554.0,Salary Increases & Fixed Expenses Increase,221602,62967.0,134942,197909.0,23693.0,10.69,0.04,High Risk
U009,2024,2,252247.0,Salary Increases & Fixed Expenses Increase,221602,62967.0,136650,199617.0,21985.0,9.92,-0.03,High Risk
U009,2024,3,274232.0,Salary Increases & Fixed Expenses Increase,221602,64250.0,151713,215963.0,5639.0,2.54,0.04,High Risk
U009,2024,4,279871.0,Salary Increases & Fixed Expenses Increase,221602,65070.0,160479,225549.0,-3947.0,-1.78,-0.0,High Risk
U009,2024,5,275924.0,Salary Increases & Fixed Expenses Increase,221602,65070.0,169167,234237.0,-12635.0,-5.7,-0.02,High Risk
U009,2024,6,263289.0,Salary Increases & Fixed Expenses Increase,232411,65070.0,153068,218138.0,14273.0,6.14,-0.01,High Risk
U009,2024,7,277562.0,Salary Increases & Fixed Expenses Increase,232411,66633.0,160174,226807.0,5604.0,2.41,0.02,High Risk
U009,2024,8,283166.0,Salary Increases & Fixed Expenses Increase,232411,66633.0,177862,244495.0,-12084.0,-5.2,-0.02,High Risk
U009,2024,9,271082.0,Salary Increases & Fixed Expenses Increase,232411,66633.0,173686,240319.0,-7908.0,-3.4,0.01,High Risk
U009,2024,10,263174.0,Salary Increases & Fixed Expenses Increase,232411,66633.0,165314,231947.0,464.0,0.2,-0.01,High Risk
U009,2024,11,263638.0,Salary Increases & Fixed Expenses Increase,232411,66633.0,149645,216278.0,16133.0,6.94,-0.04,High Risk
U009,2024,12,279771.0,Salary Increases & Fixed Expenses Increase,232411,66633.0,147069,213702.0,18709.0,8.05,0.04,High Risk
U010,2024,1,237426.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,32729,63565.0,21164.0,24.98,-0.0,Medium Risk
U010,2024,2,258590.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,25582,56418.0,28311.0,33.41,-0.03,Low Risk
U010,2024,3,286901.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,29026,59862.0,24867.0,29.35,-0.04,Low Risk
U010,2024,4,311768.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,26448,57284.0,27445.0,32.39,0.05,Low Risk
U010,2024,5,339213.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,27574,58410.0,26319.0,31.06,-0.04,Low Risk
U010,2024,6,365532.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,29653,60489.0,24240.0,28.61,0.04,Low Risk
U010,2024,7,389772.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,29749,60585.0,24144.0,28.5,0.03,Low Risk
U010,2024,8,413916.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,32475,63311.0,21418.0,25.28,-0.02,Low Risk
U010,2024,9,435334.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,32457,63293.0,21436.0,25.3,0.04,Low Risk
U010,2024,10,456770.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,30555,61391.0,23338.0,27.54,-0.01,Low Risk
U010,2024,11,480108.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,30484,61320.0,23409.0,27.63,-0.05,Low Risk
U010,2024,12,503517.0,Stable Salary & Stable Fixed Expenses,84729,30836.0,32845,63681.0,21048.0,24.84,-0.01,Medium Risk
U011,2024,1,229052.0,Salary Increases & Fixed Expenses Decrease,86566,31533.0,40902,72435.0,14131.0,16.32,0.0,Medium Risk
U011,2024,2,243183.0,Salary Increases & Fixed Expenses Decrease,86566,31533.0,44875,76408.0,10158.0,11.73,0.04,High Risk
U011,2024,3,253341.0,Salary Increases & Fixed Expenses Decrease,86566,31533.0,42418,73951.0,12615.0,14.57,0.03,High Risk
U011,2024,4,265956.0,Salary Increases & Fixed Expenses Decrease,86566,31533.0,44398,75931.0,10635.0,12.29,-0.02,High Risk
U011,2024,5,276591.0,Salary Increases & Fixed Expenses Decrease,86566,31533.0,47880,79413.0,7153.0,8.26,-0.04,High Risk
U011,2024,6,283744.0,Salary Increases & Fixed Expenses Decrease,86566,31533.0,36627,68160.0,18406.0,21.26,-0.01,Medium Risk
U011,2024,7,302150.0,Salary Increases & Fixed Expenses Decrease,108217,31533.0,62931,94464.0,13753.0,12.71,0.01,High Risk
U011,2024,8,315903.0,Salary Increases & Fixed Expenses Decrease,108217,31533.0,59053,90586.0,17631.0,16.29,0.01,Medium Risk
U011,2024,9,333534.0,Salary Increases & Fixed Expenses Decrease,108217,31533.0,59724,91257.0,16960.0,15.67,0.03,Medium Risk
U011,2024,10,350494.0,Salary Increases & Fixed Expenses Decrease,108217,31533.0,60742,92275.0,15942.0,14.73,-0.04,High Risk
U011,2024,11,366436.0,Salary Increases & Fixed Expenses Decrease,108217,31533.0,51115,82648.0,25569.0,23.63,0.01,Medium Risk
U011,2024,12,392005.0,Salary Increases & Fixed Expenses Decrease,108217,31533.0,58113,89646.0,18571.0,17.16,0.02,Medium Risk
U012,2024,1,247699.0,Salary Increases & Fixed Expenses Decrease,286082,80795.0,136499,217294.0,68788.0,24.04,-0.0,Medium Risk
U012,2024,2,316487.0,Salary Increases & Fixed Expenses Decrease,286082,80795.0,143925,224720.0,61362.0,21.45,-0.03,Medium Risk
U012,2024,3,377849.0,Salary Increases & Fixed Expenses Decrease,286082,80795.0,147727,228522.0,57560.0,20.12,-0.04,Medium Risk
U012,2024,4,435409.0,Salary Increases & Fixed Expenses Decrease,286082,80795.0,146050,226845.0,59237.0,20.71,-0.03,Medium Risk
U012,2024,5,494646.0,Salary Increases & Fixed Expenses Decrease,286082,80795.0,128772,209567.0,76515.0,26.75,0.04,Low Risk
U012,2024,6,571161.0,Salary Increases & Fixed Expenses Decrease,296081,80795.0,166530,247325.0,48756.0,16.47,-0.03,Medium Risk
U012,2024,7,619917.0,Salary Increases & Fixed Expenses Decrease,296081,80795.0,128146,208941.0,87140.0,29.43,-0.01,Low Risk
U012,2024,8,707057.0,Salary Increases & Fixed Expenses Decrease,296081,80795.0,165559,246354.0,49727.0,16.8,0.02,Medium Risk
U012,2024,9,756784.0,Salary Increases & Fixed Expenses Decrease,296081,80795.0,142581,223376.0,72705.0,24.56,0.05,Medium Risk
U012,2024,10,829489.0,Salary Increases & Fixed Expenses Decrease,296081,80795.0,193998,274793.0,21288.0,7.19,0.03,High Risk
U012,2024,11,850777.0,Salary Increases & Fixed Expenses Decrease,296081,79382.0,151007,230389.0,65692.0,22.19,0.03,Medium Risk
U012,2024,12,916469.0,Salary Increases & Fixed Expenses Decrease,296081,79382.0,180588,259970.0,36111.0,12.2,0.02,High Risk
U013,2024,1,213767.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,47885,126450.0,15633.0,11.0,-0.03,High Risk
U013,2024,2,229400.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,48709,127274.0,14809.0,10.42,-0.02,High Risk
U013,2024,3,244209.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,69615,148180.0,-6097.0,-4.29,0.01,High Risk
U013,2024,4,238112.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,53740,132305.0,9778.0,6.88,-0.02,High Risk
U013,2024,5,247890.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,45139,123704.0,18379.0,12.94,0.0,High Risk
U013,2024,6,266269.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,43212,121777.0,20306.0,14.29,-0.02,High Risk
U013,2024,7,286575.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,42758,121323.0,20760.0,14.61,0.05,High Risk
U013,2024,8,307335.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,55589,134154.0,7929.0,5.58,0.05,High Risk
U013,2024,9,315264.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,52326,130891.0,11192.0,7.88,0.03,High Risk
U013,2024,10,326456.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,51238,129803.0,12280.0,8.64,0.02,High Risk
U013,2024,11,338736.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,57002,135567.0,6516.0,4.59,-0.03,High Risk
U013,2024,12,345252.0,Stable Salary & Stable Fixed Expenses,142083,78565.0,56864,135429.0,6654.0,4.68,-0.04,High Risk
U014,2024,1,222146.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,71575,174559.0,56186.0,24.35,-0.01,Medium Risk
U014,2024,2,278332.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,86671,189655.0,41090.0,17.81,-0.05,Medium Risk
U014,2024,3,319422.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,86882,189866.0,40879.0,17.72,-0.0,Medium Risk
U014,2024,4,360301.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,77937,180921.0,49824.0,21.59,-0.0,Medium Risk
U014,2024,5,410125.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,91913,194897.0,35848.0,15.54,0.0,Medium Risk
U014,2024,6,445973.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,72892,175876.0,54869.0,23.78,-0.03,Medium Risk
U014,2024,7,500842.0,Salary Increases & Fixed Expenses Remain Stable,230745,102984.0,78961,181945.0,48800.0,21.15,-0.02,Medium Risk
U014,2024,8,549642.0,Salary Increases & Fixed Expenses Remain Stable,246534,102984.0,81478,184462.0,62072.0,25.18,0.02,Low Risk
U014,2024,9,611714.0,Salary Increases & Fixed Expenses Remain Stable,246534,102984.0,98129,201113.0,45421.0,18.42,0.05,Medium Risk
U014,2024,10,657135.0,Salary Increases & Fixed Expenses Remain Stable,246534,102984.0,87763,190747.0,55787.0,22.63,0.01,Medium Risk
U014,2024,11,712922.0,Salary Increases & Fixed Expenses Remain Stable,246534,102984.0,99537,202521.0,44013.0,17.85,0.03,Medium Risk
U014,2024,12,756935.0,Salary Increases & Fixed Expenses Remain Stable,246534,102984.0,113356,216340.0,30194.0,12.25,-0.01,High Risk
U015,2024,1,239101.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,94753,162573.0,-4180.0,-2.64,-0.04,High Risk
U015,2024,2,234921.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,68902,136722.0,21671.0,13.68,-0.03,High Risk
U015,2024,3,256592.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,106587,174407.0,-16014.0,-10.11,0.02,High Risk
U015,2024,4,240578.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,77324,145144.0,13249.0,8.36,-0.02,High Risk
U015,2024,5,253827.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,78819,146639.0,11754.0,7.42,-0.04,High Risk
U015,2024,6,265581.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,75779,143599.0,14794.0,9.34,-0.02,High Risk
U015,2024,7,280375.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,78714,146534.0,11859.0,7.49,0.02,High Risk
U015,2024,8,292234.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,87932,155752.0,2641.0,1.67,0.04,High Risk
U015,2024,9,294875.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,95799,163619.0,-5226.0,-3.3,0.0,High Risk
U015,2024,10,289649.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,94466,162286.0,-3893.0,-2.46,0.0,High Risk
U015,2024,11,285756.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,91455,159275.0,-882.0,-0.56,0.0,High Risk
U015,2024,12,284874.0,Stable Salary & Stable Fixed Expenses,158393,67820.0,91730,159550.0,-1157.0,-0.73,0.0,High Risk
U016,2024,1,247949.0,Salary Increases & Fixed Expenses Remain Stable,84018,29746.0,59949,89695.0,-5677.0,-6.76,0.02,High Risk
U016,2024,2,242272.0,Salary Increases & Fixed Expenses Remain Stable,84018,29746.0,59277,89023.0,-5005.0,-5.96,-0.02,High Risk
U016,2024,3,237267.0,Salary Increases & Fixed Expenses Remain Stable,84018,29746.0,53477,83223.0,795.0,0.95,0.0,High Risk
U016,2024,4,238062.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,64808,94554.0,3743.0,3.81,0.04,High Risk
U016,2024,5,241805.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,69381,99127.0,-830.0,-0.84,0.01,High Risk
U016,2024,6,240975.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,74801,104547.0,-6250.0,-6.36,-0.01,High Risk
U016,2024,7,234725.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,71183,100929.0,-2632.0,-2.68,-0.02,High Risk
U016,2024,8,232093.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,77275,107021.0,-8724.0,-8.88,-0.0,High Risk
U016,2024,9,223369.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,75355,105101.0,-6804.0,-6.92,0.02,High Risk
U016,2024,10,216565.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,78554,108300.0,-10003.0,-10.18,-0.03,High Risk
U016,2024,11,206562.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,68914,98660.0,-363.0,-0.37,0.03,High Risk
U016,2024,12,206199.0,Salary Increases & Fixed Expenses Remain Stable,98297,29746.0,71188,100934.0,-2637.0,-2.68,-0.03,High Risk
U017,2024,1,242745.0,Salary Increases & Fixed Expenses Increase,255908,107508.0,188648,296156.0,-40248.0,-15.73,0.04,High Risk
U017,2024,2,202497.0,Salary Increases & Fixed Expenses Increase,255908,107508.0,159381,266889.0,-10981.0,-4.29,0.05,High Risk
U017,2024,3,191516.0,Salary Increases & Fixed Expenses Increase,269174,107508.0,181431,288939.0,-19765.0,-7.34,-0.03,High Risk
U017,2024,4,171751.0,Salary Increases & Fixed Expenses Increase,269174,107508.0,173889,281397.0,-12223.0,-4.54,0.01,High Risk
U017,2024,5,159528.0,Salary Increases & Fixed Expenses Increase,269174,107508.0,170942,278450.0,-9276.0,-3.45,0.04,High Risk
U017,2024,6,150252.0,Salary Increases & Fixed Expenses Increase,269174,107508.0,163059,270567.0,-1393.0,-0.52,0.05,High Risk
U017,2024,7,148859.0,Salary Increases & Fixed Expenses Increase,269174,107508.0,183954,291462.0,-22288.0,-8.28,-0.04,High Risk
U017,2024,8,126571.0,Salary Increases & Fixed Expenses Increase,269174,107508.0,179058,286566.0,-17392.0,-6.46,0.03,High Risk
