User_ID,Year,Month,Balance,Scenario,Salary,Fixed_Expenses,Variable_Expenses,Total_Expenses,Savings,Savings_Rate,Expense_Fluctuation,Risk_Category
U005,2024,12,975295.0,Stable Salary & Stable Fixed Expenses,159373,49986.0,33135,83121.0,76252.0,47.84,0.03,Low Risk
U006,2024,1,149620.0,Salary Increases & Fixed Expenses Increase,72250,37165.0,27798,64963.0,7287.0,10.09,-0.02,High Risk
U006,2024,2,156907.0,Salary Increases & Fixed Expenses Increase,72250,37165.0,25392,62557.0,9693.0,13.42,-0.01,High Risk
U006,2024,3,166600.0,Salary Increases & Fixed Expenses Increase,72250,37165.0,29523,66688.0,5562.0,7.7,-0.02,High Risk
U006,2024,4,172162.0,Salary Increases & Fixed Expenses Increase,72250,37165.0,27587,64752.0,7498.0,10.38,-0.05,High Risk
U006,2024,5,179660.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,40211,77376.0,22853.0,22.8,0.03,Medium Risk
U006,2024,6,202513.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,49504,86669.0,13560.0,13.53,-0.05,High Risk
U006,2024,7,216073.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,42347,79512.0,20717.0,20.67,0.04,Medium Risk
U006,2024,8,236790.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,32553,69718.0,30511.0,30.44,0.05,Low Risk
U006,2024,9,267301.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,42159,79324.0,20905.0,20.86,-0.03,Medium Risk
U006,2024,10,288206.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,33445,70610.0,29619.0,29.55,-0.05,Low Risk
U006,2024,11,317825.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,45971,83136.0,17093.0,17.05,0.0,Medium Risk
U006,2024,12,334918.0,Salary Increases & Fixed Expenses Increase,100229,37165.0,47578,84743.0,15486.0,15.45,0.01,Medium Risk
U007,2024,1,231639.0,Salary Increases & Fixed Expenses Increase,116659,44978.0,32400,77378.0,39281.0,33.67,-0.01,Low Risk
U007,2024,2,270920.0,Salary Increases & Fixed Expenses Increase,116659,46844.0,34126,80970.0,35689.0,30.59,0.01,Low Risk
U007,2024,3,306609.0,Salary Increases & Fixed Expenses Increase,116659,46844.0,39865,86709.0,29950.0,25.67,0.05,Low Risk
U007,2024,4,336559.0,Salary Increases & Fixed Expenses Increase,116659,46844.0,26741,73585.0,43074.0,36.92,0.01,Low Risk
U007,2024,5,379633.0,Salary Increases & Fixed Expenses Increase,116659,46844.0,25138,71982.0,44677.0,38.3,0.01,Low Risk
U007,2024,6,424310.0,Salary Increases & Fixed Expenses Increase,116659,48751.0,34022,82773.0,33886.0,29.05,-0.02,Low Risk
U007,2024,7,458196.0,Salary Increases & Fixed Expenses Increase,124426,49487.0,34328,83815.0,40611.0,32.64,0.05,Low Risk
U007,2024,8,498807.0,Salary Increases & Fixed Expenses Increase,124426,49487.0,26258,75745.0,48681.0,39.12,-0.05,Low Risk
U007,2024,9,547488.0,Salary Increases & Fixed Expenses Increase,124426,49487.0,33662,83149.0,41277.0,33.17,-0.04,Low Risk
U007,2024,10,588765.0,Salary Increases & Fixed Expenses Increase,124426,49487.0,43782,93269.0,31157.0,25.04,0.01,Low Risk
U007,2024,11,619922.0,Salary Increases & Fixed Expenses Increase,124426,49487.0,36615,86102.0,38324.0,30.8,0.04,Low Risk
U007,2024,12,658246.0,Salary Increases & Fixed Expenses Increase,124426,49487.0,37926,87413.0,37013.0,29.75,0.01,Low Risk
U008,2024,1,230879.0,Stable Salary & Increasing Fixed Expenses,127349,70046.0,47301,117347.0,10002.0,7.85,-0.03,High Risk
U008,2024,2,240881.0,Stable Salary & Increasing Fixed Expenses,127349,70046.0,62904,132950.0,-5601.0,-4.4,0.02,High Risk
U008,2024,3,235280.0,Stable Salary & Increasing Fixed Expenses,127349,70046.0,49561,119607.0,7742.0,6.08,0.03,High Risk
U008,2024,4,243022.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,45511,117501.0,9848.0,7.73,0.04,High Risk
U008,2024,5,252870.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,62915,134905.0,-7556.0,-5.93,0.03,High Risk
U008,2024,6,245314.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,51133,123123.0,4226.0,3.32,-0.04,High Risk
U008,2024,7,249540.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,41449,113439.0,13910.0,10.92,-0.05,High Risk
U008,2024,8,263450.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,61491,133481.0,-6132.0,-4.82,-0.03,High Risk
U008,2024,9,257318.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,52265,124255.0,3094.0,2.43,0.04,High Risk
U008,2024,10,260412.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,55092,127082.0,267.0,0.21,0.04,High Risk
U008,2024,11,260679.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,56702,128692.0,-1343.0,-1.05,0.01,High Risk
U008,2024,12,259336.0,Stable Salary & Increasing Fixed Expenses,127349,71990.0,48220,120210.0,7139.0,5.61,0.02,High Risk
U009,2024,1,192822.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,34992,62570.0,8923.0,12.48,-0.05,High Risk
U009,2024,2,201745.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,29690,57268.0,14225.0,19.9,0.04,Medium Risk
U009,2024,3,215970.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,24087,51665.0,19828.0,27.73,0.04,Low Risk
U009,2024,4,235798.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,26736,54314.0,17179.0,24.03,0.02,Medium Risk
U009,2024,5,252977.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,30999,58577.0,12916.0,18.07,0.01,Medium Risk
U009,2024,6,265893.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,32727,60305.0,11188.0,15.65,-0.03,Medium Risk
U009,2024,7,277081.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,25814,53392.0,18101.0,25.32,0.02,Low Risk
U009,2024,8,295182.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,29258,56836.0,14657.0,20.5,0.01,Medium Risk
U009,2024,9,309839.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,28724,56302.0,15191.0,21.25,-0.01,Medium Risk
U009,2024,10,325030.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,29473,57051.0,14442.0,20.2,0.0,Medium Risk
U009,2024,11,339472.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,33529,61107.0,10386.0,14.53,0.04,High Risk
U009,2024,12,349858.0,Stable Salary & Stable Fixed Expenses,71493,27578.0,30789,58367.0,13126.0,18.36,0.05,Medium Risk
U010,2024,1,250000.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,95113,162470.0,113450.0,41.12,0.05,Low Risk
U010,2024,2,363450.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,100498,167855.0,108065.0,39.17,0.02,Low Risk
U010,2024,3,471515.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,122132,189489.0,86431.0,31.32,-0.01,Low Risk
U010,2024,4,557946.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,98770,166127.0,109793.0,39.79,-0.03,Low Risk
U010,2024,5,667739.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,134452,201809.0,74111.0,26.86,-0.05,Low Risk
U010,2024,6,741850.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,124487,191844.0,84076.0,30.47,-0.04,Low Risk
U010,2024,7,825926.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,90194,157551.0,118369.0,42.9,-0.01,Low Risk
U010,2024,8,944295.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,108115,175472.0,100448.0,36.4,-0.0,Low Risk
U010,2024,9,1044743.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,101829,169186.0,106734.0,38.68,0.03,Low Risk
U010,2024,10,1151477.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,145987,213344.0,62576.0,22.68,-0.03,Medium Risk
U010,2024,11,1214053.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,131133,198490.0,77430.0,28.06,0.04,Low Risk
U010,2024,12,1291483.0,Stable Salary & Stable Fixed Expenses,275920,67357.0,167230,234587.0,41333.0,14.98,-0.05,High Risk
U011,2024,1,250000.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,61649,174742.0,116431.0,39.99,-0.03,Low Risk
U011,2024,2,366431.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,61883,174976.0,116197.0,39.91,0.05,Low Risk
U011,2024,3,482628.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,84088,197181.0,93992.0,32.28,0.03,Low Risk
U011,2024,4,576620.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,79749,192842.0,98331.0,33.77,-0.01,Low Risk
U011,2024,5,674951.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,69024,182117.0,109056.0,37.45,-0.02,Low Risk
U011,2024,6,784007.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,86115,199208.0,91965.0,31.58,-0.03,Low Risk
U011,2024,7,875972.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,67291,180384.0,110789.0,38.05,-0.02,Low Risk
U011,2024,8,986761.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,67956,181049.0,110124.0,37.82,0.03,Low Risk
U011,2024,9,1096885.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,70414,183507.0,107666.0,36.98,-0.04,Low Risk
U011,2024,10,1204551.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,86898,199991.0,91182.0,31.32,-0.01,Low Risk
U011,2024,11,1295733.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,93718,206811.0,84362.0,28.97,-0.0,Low Risk
U011,2024,12,1380095.0,Stable Salary & Stable Fixed Expenses,291173,113093.0,66414,179507.0,111666.0,38.35,0.0,Low Risk
U012,2024,1,169888.0,Stable Salary & Increasing Fixed Expenses,148799,44052.0,39041,83093.0,65706.0,44.16,-0.03,Low Risk
U012,2024,2,235594.0,Stable Salary & Increasing Fixed Expenses,148799,44052.0,37738,81790.0,67009.0,45.03,0.04,Low Risk
U012,2024,3,302603.0,Stable Salary & Increasing Fixed Expenses,148799,44052.0,50772,94824.0,53975.0,36.27,0.0,Low Risk
U012,2024,4,356578.0,Stable Salary & Increasing Fixed Expenses,148799,44843.0,37254,82097.0,66702.0,44.83,-0.02,Low Risk
U012,2024,5,423280.0,Stable Salary & Increasing Fixed Expenses,148799,44843.0,33013,77856.0,70943.0,47.68,0.03,Low Risk
U012,2024,6,494223.0,Stable Salary & Increasing Fixed Expenses,148799,46532.0,39109,85641.0,63158.0,42.45,-0.04,Low Risk
U012,2024,7,557381.0,Stable Salary & Increasing Fixed Expenses,148799,46532.0,43672,90204.0,58595.0,39.38,-0.03,Low Risk
U012,2024,8,615976.0,Stable Salary & Increasing Fixed Expenses,148799,48465.0,43466,91931.0,56868.0,38.22,0.04,Low Risk
U012,2024,9,672844.0,Stable Salary & Increasing Fixed Expenses,148799,50085.0,42210,92295.0,56504.0,37.97,-0.01,Low Risk
U012,2024,10,729348.0,Stable Salary & Increasing Fixed Expenses,148799,50085.0,38369,88454.0,60345.0,40.55,-0.03,Low Risk
U012,2024,11,789693.0,Stable Salary & Increasing Fixed Expenses,148799,50085.0,40112,90197.0,58602.0,39.38,0.04,Low Risk
U012,2024,12,848295.0,Stable Salary & Increasing Fixed Expenses,148799,50085.0,41611,91696.0,57103.0,38.38,-0.04,Low Risk
U013,2024,1,177415.0,Salary Increases & Fixed Expenses Decrease,171468,56123.0,59504,115627.0,55841.0,32.57,-0.05,Low Risk
U013,2024,2,233256.0,Salary Increases & Fixed Expenses Decrease,171468,56123.0,58776,114899.0,56569.0,32.99,-0.02,Low Risk
U013,2024,3,289825.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,61026,117149.0,62776.0,34.89,0.02,Low Risk
U013,2024,4,352601.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,63834,119957.0,59968.0,33.33,0.05,Low Risk
U013,2024,5,412569.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,66865,122988.0,56937.0,31.64,-0.04,Low Risk
U013,2024,6,469506.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,67609,123732.0,56193.0,31.23,-0.01,Low Risk
U013,2024,7,525699.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,79296,135419.0,44506.0,24.74,-0.0,Medium Risk
U013,2024,8,570205.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,69932,126055.0,53870.0,29.94,-0.03,Low Risk
U013,2024,9,624075.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,62486,118609.0,61316.0,34.08,0.03,Low Risk
U013,2024,10,685391.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,84956,141079.0,38846.0,21.59,-0.0,Medium Risk
U013,2024,11,724237.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,89345,145468.0,34457.0,19.15,-0.05,Medium Risk
U013,2024,12,758694.0,Salary Increases & Fixed Expenses Decrease,179925,56123.0,81754,137877.0,42048.0,23.37,-0.05,Medium Risk
U014,2024,1,240462.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,27035,104536.0,14285.0,12.02,0.03,High Risk
U014,2024,2,254747.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,34906,112407.0,6414.0,5.4,-0.05,High Risk
U014,2024,3,261161.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,31642,109143.0,9678.0,8.15,-0.04,High Risk
U014,2024,4,270839.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,31827,109328.0,9493.0,7.99,-0.01,High Risk
U014,2024,5,280332.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,32782,110283.0,8538.0,7.19,0.05,High Risk
U014,2024,6,288870.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,24993,102494.0,16327.0,13.74,-0.04,High Risk
U014,2024,7,305197.0,Salary Increases & Fixed Expenses Remain Stable,118821,77501.0,26558,104059.0,14762.0,12.42,0.03,High Risk
U014,2024,8,319959.0,Salary Increases & Fixed Expenses Remain Stable,130665,77501.0,30439,107940.0,22725.0,17.39,0.0,Medium Risk
U014,2024,9,342684.0,Salary Increases & Fixed Expenses Remain Stable,130665,77501.0,33283,110784.0,19881.0,15.22,-0.02,Medium Risk
U014,2024,10,362565.0,Salary Increases & Fixed Expenses Remain Stable,130665,77501.0,38499,116000.0,14665.0,11.22,0.03,High Risk
U014,2024,11,377230.0,Salary Increases & Fixed Expenses Remain Stable,130665,77501.0,33148,110649.0,20016.0,15.32,-0.01,Medium Risk
U014,2024,12,397246.0,Salary Increases & Fixed Expenses Remain Stable,130665,77501.0,32587,110088.0,20577.0,15.75,0.01,Medium Risk
U015,2024,1,241868.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,46341,112257.0,93326.0,45.4,-0.01,Low Risk
U015,2024,2,335194.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,59796,125712.0,79871.0,38.85,-0.01,Low Risk
U015,2024,3,415065.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,74951,140867.0,64716.0,31.48,0.03,Low Risk
U015,2024,4,479781.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,50736,116652.0,88931.0,43.26,0.02,Low Risk
U015,2024,5,568712.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,45781,111697.0,93886.0,45.67,-0.0,Low Risk
U015,2024,6,662598.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,49623,115539.0,90044.0,43.8,0.05,Low Risk
U015,2024,7,752642.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,52799,118715.0,86868.0,42.25,-0.03,Low Risk
U015,2024,8,839510.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,51642,117558.0,88025.0,42.82,-0.02,Low Risk
U015,2024,9,927535.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,61049,126965.0,78618.0,38.24,0.02,Low Risk
U015,2024,10,1006153.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,57169,123085.0,82498.0,40.13,-0.04,Low Risk
U015,2024,11,1088651.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,58057,123973.0,81610.0,39.7,0.01,Low Risk
U015,2024,12,1170261.0,Stable Salary & Decreasing Fixed Expenses,205583,65916.0,68042,133958.0,71625.0,34.84,-0.03,Low Risk
U016,2024,1,114749.0,Salary Increases & Fixed Expenses Increase,45876,18075.0,17022,35097.0,10779.0,23.5,0.02,Medium Risk
U016,2024,2,125528.0,Salary Increases & Fixed Expenses Increase,45876,19837.0,15908,35745.0,10131.0,22.08,0.03,Medium Risk
U016,2024,3,135659.0,Salary Increases & Fixed Expenses Increase,45876,19837.0,17549,37386.0,8490.0,18.51,-0.03,Medium Risk
U016,2024,4,144149.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,24677,44514.0,9623.0,17.78,0.04,Medium Risk
U016,2024,5,153772.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,22691,42528.0,11609.0,21.44,0.03,Medium Risk
U016,2024,6,165381.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,19350,39187.0,14950.0,27.62,0.04,Low Risk
U016,2024,7,180331.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,23053,42890.0,11247.0,20.78,0.04,Medium Risk
U016,2024,8,191578.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,24527,44364.0,9773.0,18.05,0.0,Medium Risk
U016,2024,9,201351.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,23331,43168.0,10969.0,20.26,0.05,Medium Risk
U016,2024,10,212320.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,21686,41523.0,12614.0,23.3,-0.04,Medium Risk
U016,2024,11,224934.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,25185,45022.0,9115.0,16.84,-0.03,Medium Risk
U016,2024,12,234049.0,Salary Increases & Fixed Expenses Increase,54137,19837.0,19984,39821.0,14316.0,26.44,-0.04,Low Risk
U017,2024,1,248117.0,Stable Salary & Increasing Fixed Expenses,196221,76413.0,52889,129302.0,66919.0,34.1,0.01,Low Risk
U017,2024,2,315036.0,Stable Salary & Increasing Fixed Expenses,196221,76413.0,48187,124600.0,71621.0,36.5,-0.02,Low Risk
U017,2024,3,386657.0,Stable Salary & Increasing Fixed Expenses,196221,78304.0,52605,130909.0,65312.0,33.28,-0.01,Low Risk
U017,2024,4,451969.0,Stable Salary & Increasing Fixed Expenses,196221,80207.0,57206,137413.0,58808.0,29.97,-0.02,Low Risk
U017,2024,5,510777.0,Stable Salary & Increasing Fixed Expenses,196221,80207.0,55141,135348.0,60873.0,31.02,0.01,Low Risk
U017,2024,6,571650.0,Stable Salary & Increasing Fixed Expenses,196221,80207.0,49078,129285.0,66936.0,34.11,-0.02,Low Risk
U017,2024,7,638586.0,Stable Salary & Increasing Fixed Expenses,196221,80207.0,51953,132160.0,64061.0,32.65,-0.05,Low Risk
U017,2024,8,702647.0,Stable Salary & Increasing Fixed Expenses,196221,80207.0,55775,135982.0,60239.0,30.7,0.04,Low Risk
U017,2024,9,762886.0,Stable Salary & Increasing Fixed Expenses,196221,80207.0,53397,133604.0,62617.0,31.91,0.03,Low Risk
